cmc_rank,name,symbol,market_pair_count,circulating_supply,total_supply,max_supply,is_active,last_updated,date_added,price,volume_24h,market_cap,percent_change_1h,percent_change_24h,percent_change_7d,percent_change_30d,percent_change_60d,percent_change_90d,fully_dillutted_market_cap,market_cap_by_total_supply,dominance,ytd_price_change_percentage
87,Terra Classic,USD,428,5802087761267.082,6836950373847.967,inf,True,2023-09-04 14:57:00+00:00,2019-07-26 00:00:00+00:00,6.106818143351859e-05,16784594.14079717,354322948.0982559,1.85743698,2.15031817,-1.36886704,-21.27158165,-25.40020576,-30.64890234,417520125.88,417520125.8821104,0.034,-59.2891
88,Trust Wallet Token,USD,172,416649900.0,999668148.0,1000000000.0,True,2023-09-04 14:57:00+00:00,2020-07-30 00:00:00+00:00,0.8013896779130039,7239823.06198008,333898929.1634853,-0.31783378,-1.89393516,-5.03447066,-10.46142503,-7.59535289,-15.47940511,801389677.91,801123735.1456091,0.0321,-43.4887
89,Nexo,USD,105,560000011.0,1000000000.0,1000000000.0,True,2023-09-04 14:57:00+00:00,2018-05-01 00:00:00+00:00,0.5835315745920051,1737376.28609477,326777688.1903702,0.16936924,0.38363867,-1.13704903,-9.05277126,-7.11234617,-7.50662975,583531574.59,583531574.5920051,0.0314,-13.1189
90,dYdX,USD,269,156256174.0,1000000000.0,1000000000.0,True,2023-09-04 14:57:00+00:00,2021-08-03 00:00:00+00:00,2.069001884872083,55589876.9847683,323294318.52890015,-0.26054598,0.1596894,-4.33384452,-0.62820535,13.07565705,5.38543769,2069001884.87,2069001884.872083,0.031,81.2367
91,Compound,USD,403,7815359.57971218,10000000.0,10000000.0,True,2023-09-04 14:57:00+00:00,2020-06-16 00:00:00+00:00,40.08105923954549,20927425.09864692,313247890.2927932,-0.31227097,-0.72195549,-4.23925141,-30.35532586,-30.82709684,19.64327756,400810592.4,400810592.3954549,0.0301,26.9044
92,Pepe,USD,246,391790000000000.0,420690000000000.0,420690000000000.0,True,2023-09-04 14:57:00+00:00,2023-04-17 06:18:08+00:00,7.977492399368461e-07,53051106.54928713,312550174.7148569,0.09437186,1.63321485,-9.70669731,-30.9545173,-49.85577855,-30.43242614,335605127.75,335605127.7490318,0.03,0.0
93,APENFT,USD,74,990105683025576.6,999990000000000.0,999990000000000.0,True,2023-09-04 14:57:00+00:00,2021-05-14 00:00:00+00:00,3.1327062681763465e-07,19986916.72613563,310171027.93712467,-0.15847617,0.18157536,-3.60648189,-2.42088886,-7.34778704,-11.95968021,313267494.11,313267494.11136645,0.0298,-27.8352
94,Gemini Dollar,USD,100,310074646.15,310074646.15,0.0,True,2023-09-04 14:57:00+00:00,2018-10-05 00:00:00+00:00,0.9997249839833676,304745.91750178,309989370.6559571,-0.07153818,1.06786388,0.25166148,1.21755671,1.45467274,0.41564778,309989370.66,309989370.6559571,0.0298,0.403
95,Flare,USD,57,22914500987.913467,100559787198.0,inf,True,2023-09-04 14:57:00+00:00,2020-12-11 00:00:00+00:00,0.0132868780641577,1735261.00176788,304462180.5274288,-0.21736823,1.52834426,-3.34438787,-7.13598071,-4.86204456,-34.01189965,1336125630.66,1336125630.6574786,0.0292,0.0
96,Dash,USD,389,11439381.48457256,11439381.48457256,18900000.0,True,2023-09-04 14:57:00+00:00,2014-02-14 00:00:00+00:00,25.45898535438008,32601758.99625254,291235045.67889947,-0.28368997,-0.57630049,-2.21371238,-16.86311466,-25.2391112,-34.92575248,481174823.2,291235045.67889947,0.028,-39.6845
97,WOO Network,USD,203,1741120855.5378897,2250658857.901858,inf,True,2023-09-04 14:57:00+00:00,2020-10-23 00:00:00+00:00,0.1670660724860625,7722336.58969353,290882223.0582882,-0.47719083,2.22204331,-0.59689694,-5.0133653,-25.95373944,-23.03477616,376008735.9,376008735.8956304,0.0279,33.5216
98,GMX,USD,235,8996475.97219441,9434884.02335938,inf,True,2023-09-04 14:57:00+00:00,2021-09-13 12:11:50+00:00,31.953668629336786,11214023.56018551,287470412.0472906,-0.2203833,-3.24013574,-13.52108438,-39.47527349,-41.52705872,-39.49160268,301479157.64,301479157.6386494,0.0276,-22.8155
99,SafePal,USD,137,500000000.0,500000000.0,500000000.0,True,2023-09-04 14:57:00+00:00,2020-12-28 00:00:00+00:00,0.563625123120296,6544528.46536286,281812561.560148,0.18965527,-1.85554032,10.29374185,33.0781716,29.24213791,47.20944584,281812561.56,281812561.560148,0.0271,41.3932
100,Astar,USD,72,5241411894.0,7915282797.0,inf,True,2023-09-04 14:57:00+00:00,2021-10-19 09:53:03+00:00,0.0534577908438341,7923611.3472988,280194300.7558364,0.19037503,-3.86290323,-8.87369005,8.96035542,23.91357515,21.20798103,423133532.23,423133532.23182416,0.0269,35.6426
2,Ethereum,USD,7329,120217696.23312505,120217696.23312505,inf,True,2023-09-04 14:58:00+00:00,2015-08-07 00:00:00+00:00,1629.2748938616137,3448289842.6003146,195867674270.5125,-0.24633573,-0.39885325,-1.19215103,-11.13811969,-13.18946636,-11.34011406,195867674270.51,195867674270.5125,18.8144,35.6638
3,Tether USDt,USD,61319,82900167311.56065,85437198727.27763,inf,True,2023-09-04 14:58:00+00:00,2015-02-25 00:00:00+00:00,0.9995381516173336,17011022255.51326,82861880003.36502,-0.04356809,-0.03585628,0.00869845,0.0587986,-0.03571835,-0.03723797,85397739695.23,85397739695.22588,7.9595,-0.0154
4,BNB,USD,1605,153849960.64085028,153849960.64085028,inf,True,2023-09-04 14:58:00+00:00,2017-07-25 00:00:00+00:00,215.49130745737224,347511773.4491664,33153329170.762085,-0.17347936,0.47622266,-1.3430104,-10.87657947,-8.90632481,-22.72605639,33153329170.76,33153329170.762085,3.1846,-11.7334
5,XRP,USD,1061,52977697600.0,99988458761.0,100000000000.0,True,2023-09-04 14:58:00+00:00,2013-08-04 00:00:00+00:00,0.5022103607718909,819001282.8133734,26605948624.56014,-0.15508735,0.1187287,-3.24014907,-19.97926475,7.96200408,-1.886533,50221036077.19,50215239947.387146,2.5557,48.2481
6,USD Coin,USD,13941,26132208548.27188,26132208548.27188,inf,True,2023-09-04 14:58:00+00:00,2018-10-08 00:00:00+00:00,1.0000084477921585,2127512693.6184227,26132429307.73833,-0.02382232,0.0005224,-0.00603187,0.00337667,0.01892235,0.01951757,26132429307.74,26132429307.73833,2.5102,0.0015
7,Cardano,USD,923,35077943561.27,36137410585.885,45000000000.0,True,2023-09-04 14:58:00+00:00,2017-10-01 00:00:00+00:00,0.2561224060067743,96939617.82014512,8984247302.68231,-0.23296341,0.71068076,-3.06593574,-12.21072891,-8.17923971,-26.74283124,11525508270.3,9255600546.111542,0.8629,2.5431
8,Dogecoin,USD,774,140869826383.70523,140869826383.70523,inf,True,2023-09-04 14:58:00+00:00,2013-12-15 00:00:00+00:00,0.063151333221445,180530644.7569168,8896117346.804485,-0.18246883,-0.25879958,0.46605697,-17.52725364,-3.36825311,-7.4584925,8896117346.8,8896117346.804485,0.8544,-10.0724
9,Solana,USD,501,408700602.9598597,556523691.9098397,inf,True,2023-09-04 14:58:00+00:00,2020-04-10 00:00:00+00:00,19.484985795639048,206693153.2727456,7963525443.341981,-0.38059229,0.55138791,-5.1728448,-14.34607873,1.26699224,-2.39214198,10843856231.8,10843856231.799828,0.7648,95.1978
10,TRON,USD,832,89296077374.77684,89296171716.78827,inf,True,2023-09-04 14:58:00+00:00,2017-09-13 00:00:00+00:00,0.0770526111100365,131487403.27698024,6880495923.610416,0.05102849,0.24331308,-0.18595027,-0.39252275,-0.26602458,-1.47497716,6880503192.91,6880503192.908734,0.6609,40.5565
11,Toncoin,USD,137,3431892087.62,5047558528.0,inf,True,2023-09-04 14:58:00+00:00,2021-08-26 13:40:22+00:00,1.8982353658601825,26554599.55829472,6514538932.536016,-0.1079019,0.73100349,27.03735576,58.61274173,38.51977151,13.75967603,9581454109.1,9581454109.098764,0.6257,-17.711
12,Dai,USD,2560,5347888595.746408,5347888595.746408,inf,True,2023-09-04 14:58:00+00:00,2019-11-22 00:00:00+00:00,0.9993468816940464,56959962.04598656,5344395791.806325,-0.02824216,-0.04889803,-0.04488235,-0.06371053,-0.03316273,-0.03392039,5344395791.81,5344395791.806325,0.5133,-0.0443
13,Polkadot,USD,582,1220010567.7130852,1352269925.018265,inf,True,2023-09-04 14:58:00+00:00,2020-08-19 00:00:00+00:00,4.237130912086347,81813299.52927086,5169344489.529127,-0.42982484,-0.5943145,-6.66382712,-14.49296538,-16.90132727,-16.59669205,5729744700.78,5729744700.779577,0.4965,-3.0586
14,Polygon,USD,880,9319469069.28493,10000000000.0,10000000000.0,True,2023-09-04 14:58:00+00:00,2019-04-28 00:00:00+00:00,0.5482403559979884,205710856.1883865,5109309040.257011,-0.40813908,0.83954531,-2.7049804,-17.69068609,-16.75136463,-32.12036344,5482403559.98,5482403559.979884,0.4907,-27.8605
15,Litecoin,USD,993,73616657.97743528,84000000.0,84000000.0,True,2023-09-04 14:58:00+00:00,2013-04-28 00:00:00+00:00,63.67064169163071,224121789.93269172,4687219852.61661,-0.53633553,-0.57783881,-2.30153382,-23.10210891,-34.98417715,-27.95571517,5348333902.1,5348333902.09698,0.4502,-10.0896
16,Shiba Inu,USD,636,589346914631298.1,589589040239379.6,inf,True,2023-09-04 14:58:00+00:00,2020-08-01 00:00:00+00:00,7.661878656058112e-06,91317930.22142744,4515504546.227245,-0.61671582,-1.66868658,-5.16094917,-25.12647373,5.79700587,-5.13289554,4517359683.26,4517359683.25589,0.4337,-5.6863
17,Wrapped Bitcoin,USD,1358,162974.76175269,162974.76175269,inf,True,2023-09-04 14:58:00+00:00,2019-01-30 00:00:00+00:00,25861.01999955525,94094605.83731116,4214693573.109068,-0.09647759,-0.21388238,-0.9774778,-10.94060443,-14.15361282,-0.54493256,4214693573.11,4214693573.109068,0.4048,56.155
18,Bitcoin Cash,USD,769,19494975.0,19494975.0,21000000.0,True,2023-09-04 14:58:00+00:00,2017-07-23 00:00:00+00:00,192.3802006375213,154997714.6191426,3750447201.923462,-0.29624153,-1.16971427,0.37687722,-14.6902323,-32.07927272,75.50104295,4039984213.39,3750447201.923462,0.3602,98.422
19,Avalanche,USD,500,353604174.0013926,430980354.0013926,720000000.0,True,2023-09-04 14:58:00+00:00,2020-07-13 00:00:00+00:00,9.875663710898634,88857098.19488384,3492075909.207839,-0.07272327,-0.23294164,-3.56974701,-19.93732867,-20.24975752,-30.31497761,7110477871.85,4256217042.1218,0.3354,-9.1134
20,TrueUSD,USD,430,3441761055.8,3441761055.8,inf,True,2023-09-04 14:58:00+00:00,2018-03-06 00:00:00+00:00,0.9984170893690076,1365993633.3798964,3436313055.635438,-0.00378803,-0.04010845,-0.08842562,-0.16460231,-0.15105613,-0.1601556,3436313055.64,3436313055.635438,0.33,-0.1741
21,UNUS SED LEO,USD,29,929419295.9,985239504.0,inf,True,2023-09-04 14:58:00+00:00,2019-05-21 00:00:00+00:00,3.6623906563013455,1097256.88593131,3403896545.0903354,-0.12300769,-5.82338923,-3.23959531,-8.4879001,-6.74325813,4.14453991,3608331953.67,3608331953.668572,0.3269,3.9299
22,Stellar,USD,531,27464247989.10612,50001787183.47154,50001806812.0,True,2023-09-04 14:58:00+00:00,2014-08-05 00:00:00+00:00,0.1226005844806187,167974057.45259443,3367132855.785067,-0.23079339,5.72239882,2.72744293,-10.45334967,25.38743965,39.39194496,6130250740.24,6130248333.76912,0.3234,69.0475
23,Chainlink,USD,1308,538099970.4527867,1000000000.0,1000000000.0,True,2023-09-04 14:58:00+00:00,2017-09-20 00:00:00+00:00,6.028290658292113,122649466.5294451,3243823025.107796,-0.33723002,0.22264546,0.38981968,-16.35670671,-2.00536477,-2.93103181,6028290658.29,6028290658.292113,0.3115,7.2184
24,Binance USD,USD,7232,2844551207.689097,2844551207.689097,inf,True,2023-09-04 14:58:00+00:00,2019-09-20 00:00:00+00:00,1.0000832212111106,931622998.3583474,2844787934.685667,-0.01533895,-0.02417295,-0.01471607,-0.01340695,-0.00464598,0.04152736,2844787934.69,2844787934.685667,0.2732,-0.0257
25,Monero,USD,242,18327323.03645369,18327323.03645369,inf,True,2023-09-04 14:58:00+00:00,2014-05-21 00:00:00+00:00,142.11709492476749,62291566.2177456,2604625907.688567,-0.3375572,1.24957197,-1.06778033,-10.14437838,-13.96133751,-0.60612467,2604625907.69,2604625907.688567,0.2502,-4.3478
26,Uniswap,USD,806,577501031.0,1000000000.0,1000000000.0,True,2023-09-04 14:58:00+00:00,2020-09-17 00:00:00+00:00,4.417905547138338,66335249.50385811,2551345008.333009,-0.41570161,-0.20934026,-6.12714312,-26.3993104,-16.5742849,-7.24848855,4417905547.14,4417905547.138338,0.2451,-15.7877
27,OKB,USD,103,60000000.0,300000000.0,inf,True,2023-09-04 14:58:00+00:00,2019-04-30 00:00:00+00:00,42.20174203469885,1748869.48745469,2532104522.081931,-0.48060699,-0.03124099,-2.17461036,-6.28566817,-1.52152857,-5.64478631,12660522610.41,12660522610.409657,0.2432,53.7187
28,Cosmos,USD,495,362742174.0,362742174.0,inf,True,2023-09-04 14:58:00+00:00,2019-03-14 00:00:00+00:00,6.783958872649209,66490277.35415261,2460827989.7913632,-0.46053638,-0.98213596,-6.22496338,-19.58468963,-26.23919441,-32.49941283,2460827989.79,2460827989.7913632,0.2363,-28.3218
29,Ethereum Classic,USD,450,142827413.3501602,210700000.0,210700000.0,True,2023-09-04 14:58:00+00:00,2016-07-24 00:00:00+00:00,15.313267838162956,61355013.88196475,2187154435.263015,-0.33597833,-0.68689154,-3.31187451,-14.41211466,-18.76917166,-10.97910064,3226505533.5,3226505533.5009346,0.2101,-2.9087
30,Hedera,USD,183,33181480123.500668,50000000000.0,50000000000.0,True,2023-09-04 14:58:00+00:00,2019-09-17 00:00:00+00:00,0.0484381400997014,36383547.42064774,1607249182.937584,0.13612392,-1.64221455,-12.98297145,-6.77497203,4.30609837,-0.53501481,2421907004.99,2421907004.985072,0.1544,27.1879
31,Mantle,USD,17,3234382070.7631407,6219316794.99,6219316768.0,True,2023-09-04 14:58:00+00:00,2023-07-17 11:00:31+00:00,0.4454662126952278,11943876.60991749,1440807931.4722047,-0.46557834,-1.52113464,3.2030077,-13.13167645,-7.42423823,-7.42423823,2770495486.19,2770495498.216018,0.1384,0.0
32,Internet Computer,USD,175,442227057.91486144,504521475.7841362,inf,True,2023-09-04 14:58:00+00:00,2021-03-23 00:00:00+00:00,3.240250847006238,13712080.3739845,1432926598.9777064,-0.25846609,-0.27302308,-7.16890139,-19.54482617,-22.05109514,-25.73155067,1634776139.24,1634776139.2423844,0.1376,-19.348
33,Filecoin,USD,357,445918141.0,1961453223.0,inf,True,2023-09-04 14:58:00+00:00,2017-12-13 00:00:00+00:00,3.179809663886103,82248256.90245663,1417934814.053926,-0.28663916,0.2641045,-5.54440546,-21.79214195,-28.23748287,-25.9705961,6237047913.76,6237047913.755943,0.1362,2.1981
34,Lido DAO,USD,238,887702025.5719393,1000000000.0,1000000000.0,True,2023-09-04 14:58:00+00:00,2020-12-15 00:00:00+00:00,1.5342519845613658,38063834.04296357,1361958594.432892,-0.56597965,0.08404602,-3.0421943,-16.94476105,-22.74582515,-35.33244225,1534251984.56,1534251984.5613658,0.1308,42.0395
35,Cronos,USD,198,25263013692.0,30263013692.0,30263013692.0,True,2023-09-04 14:58:00+00:00,2018-12-14 00:00:00+00:00,0.0507394185901544,11120280.08759256,1281830626.5671906,0.08713714,0.40239613,-3.39316086,-12.13692863,-11.47598101,-14.36440574,1535527719.52,1535527719.517963,0.1231,-10.718
36,Aptos,USD,262,228887835.4122627,1053453055.4411684,inf,True,2023-09-04 14:58:00+00:00,2022-10-19 01:50:25+00:00,5.492323065386794,58817239.28072726,1257125937.8212266,-0.13798042,-0.42710185,-3.42415348,-18.05274698,-23.42533716,-31.49684394,5785904514.7,5785904514.701722,0.1208,55.7373
37,Quant,USD,183,12072738.0,14881364.27,14881364.0,True,2023-09-04 14:58:00+00:00,2018-08-10 00:00:00+00:00,97.28496462163513,14332496.81491804,1174495889.2162695,-0.32501026,-1.99396317,-4.66443853,-4.19505408,-6.32067305,-17.14232704,1447732970.26,1447732996.5286148,0.1128,-8.0378
38,Arbitrum,USD,478,1275000000.0,10000000000.0,inf,True,2023-09-04 14:58:00+00:00,2023-03-23 12:50:11+00:00,0.8984840044729582,114489597.91227946,1145567105.7030218,-0.66639172,0.98557451,-4.40560503,-21.52835678,-17.23728528,-22.75894302,8984840044.73,8984840044.729582,0.11,0.0
39,VeChain,USD,240,72714516834.0,85985041177.0,86712634466.0,True,2023-09-04 14:58:00+00:00,2017-08-22 00:00:00+00:00,0.0154464447454005,20184203.29633641,1123180766.4648762,-0.44488746,-0.28765035,-2.88366111,-13.36359516,-16.4833304,-16.58976438,1339401917.01,1328163187.471518,0.1079,-3.6862
40,Maker,USD,373,977631.03695089,977631.03695089,1005577.0,True,2023-09-04 14:58:00+00:00,2017-01-29 00:00:00+00:00,1121.1246546301572,133051395.24982177,1096046258.657289,0.11844859,-0.64936305,8.73462256,-11.77629579,12.93078428,74.23872295,1127377166.83,1096046258.657289,0.1053,118.5348
41,Optimism,USD,340,798517235.0,4294967296.0,4294967296.0,True,2023-09-04 14:58:00+00:00,2022-05-31 16:19:46+00:00,1.3325748117486038,68194764.9402905,1064083954.1081406,-0.37968437,0.0858526,-6.356816,-20.41017983,11.15696161,-11.97781601,5723365235.93,5723365235.93361,0.1022,44.3557
42,NEAR Protocol,USD,286,941671517.0,1000000000.0,inf,True,2023-09-04 14:58:00+00:00,2020-08-11 00:00:00+00:00,1.1263365423396972,49355742.24854687,1060639040.4775574,-0.46369513,-0.23531974,-5.18842593,-16.70921796,-13.81631247,-24.31211149,1126336542.34,1126336542.3396971,0.1019,-11.7166
43,The Graph,USD,338,9175096493.086649,10742707237.68144,inf,True,2023-09-04 14:58:00+00:00,2020-12-17 00:00:00+00:00,0.0871940801151082,25935792.74094775,800014098.6820457,-0.57704399,-0.04362855,-2.5186978,-16.74358588,-24.97311145,-25.07735236,936700475.54,936700475.5355484,0.0768,54.2878
44,Aave,USD,663,14532430.37151066,16000000.0,16000000.0,True,2023-09-04 14:58:00+00:00,2020-10-02 00:00:00+00:00,54.61746059209875,53632668.18308665,793724443.1234025,-0.34663813,0.15537368,-6.08795199,-15.08668805,-24.4031937,-9.85409508,873879369.47,873879369.47358,0.0762,4.9411
45,XDC Network,USD,62,13860908968.65,37705012698.75,inf,True,2023-09-04 14:58:00+00:00,2018-04-12 00:00:00+00:00,0.0566196581008773,9533118.84552458,784799926.772347,-0.38079548,-2.00421295,8.93486957,-17.93897778,78.79480329,73.25369688,2134844927.69,2134844927.6924624,0.0754,119.8632
46,Algorand,USD,356,7828352278.588547,7828352278.588547,10000000000.0,True,2023-09-04 14:58:00+00:00,2019-06-20 00:00:00+00:00,0.0935816365902544,16637820.68970457,732590018.035364,-0.0022564,-0.55779815,-1.98345552,-11.54537969,-19.24336267,-31.41915003,935816365.9,732590018.035364,0.0704,-47.2679
47,USDD,USD,146,725332034.742248,725332034.742248,inf,True,2023-09-04 14:58:00+00:00,2022-05-02 08:07:12+00:00,0.9968615923819144,19502882.31744254,723055647.1587713,-0.03763842,-0.01944853,-0.09496858,-0.10858036,-0.1861614,-0.24645098,723055647.16,723055647.1587713,0.0695,1.5855
48,Tezos,USD,304,951281933.387391,972304887.795798,inf,True,2023-09-04 14:58:00+00:00,2017-10-06 00:00:00+00:00,0.6947894512977687,12134803.39458355,660940652.5277059,-0.31780515,0.69767736,-1.38524097,-14.06724414,-11.07746786,-19.20639513,675547179.49,675547179.4857811,0.0635,-3.3752
49,MultiversX,USD,180,25915548.0,25920700.0,31415926.0,True,2023-09-04 14:58:00+00:00,2020-09-04 00:00:00+00:00,24.867467051644145,10038726.63566987,644454036.0153023,-0.20905805,0.30500248,-1.17056301,-19.96462589,-26.16406674,-31.24422976,781234504.7,644582153.2055523,0.0619,-24.5312
50,EOS,USD,573,1101668382.2587,1101668382.2587,inf,True,2023-09-04 14:58:00+00:00,2017-07-01 00:00:00+00:00,0.5780975487346961,70512708.701024,636871791.3022727,-0.25504916,-0.44186104,-1.96360514,-19.65983242,-18.41199678,-32.13951582,636871791.3,636871791.3022727,0.0612,-34.1909
51,Stacks,USD,116,1404632214.551949,1818000000.0,1818000000.0,True,2023-09-04 14:58:00+00:00,2019-10-28 00:00:00+00:00,0.4526806262934617,14964986.20731361,635849790.5953484,-0.23828621,-0.46850748,-1.18138924,-21.37338193,-30.98389275,-23.37719034,822973378.6,822973378.6015134,0.0611,112.5214
52,Axie Infinity,USD,350,140847525.92445415,270000000.0,270000000.0,True,2023-09-04 14:58:00+00:00,2020-08-31 00:00:00+00:00,4.478230417083922,15060808.13673672,630747674.7659068,-0.43095152,0.00261339,-7.17039908,-22.87534679,-23.22340288,-32.57878662,1209122212.61,1209122212.612659,0.0606,-29.0736
53,The Sandbox,USD,413,2064931926.2233224,3000000000.0,3000000000.0,True,2023-09-04 14:58:00+00:00,2020-08-05 00:00:00+00:00,0.3034569172559689,44375148.46239235,626617876.6751595,-0.36907299,-0.19876886,-4.91874684,-24.23350933,-26.67189336,-41.0430191,910370751.77,910370751.7679068,0.0602,-21.9456
54,Immutable,USD,175,1123390886.950024,2000000000.0,2000000000.0,True,2023-09-04 14:58:00+00:00,2021-06-24 00:00:00+00:00,0.5463748953439068,12990461.32171127,613792578.287618,-0.16800865,1.25204731,-4.30684218,-25.98663062,-22.27842962,-25.16037267,1092749790.69,1092749790.6878135,0.059,41.7283
55,Theta Network,USD,155,1000000000.0,1000000000.0,1000000000.0,True,2023-09-04 14:58:00+00:00,2018-01-17 00:00:00+00:00,0.6087728675378927,5136381.39021456,608772867.5378927,-0.33964556,0.06920525,-1.13666824,-18.8502061,-15.03066413,-22.87550543,608772867.54,608772867.5378927,0.0585,-16.9124
56,Bitcoin SV,USD,207,19266076.64423905,19266076.64423905,21000000.0,True,2023-09-04 14:58:00+00:00,2018-11-09 00:00:00+00:00,30.58310608204267,15428033.77491213,589216465.7955276,-0.19815942,0.34435924,-2.49583976,-15.05342566,-27.79716796,0.66070167,642245227.72,589216465.7955276,0.0566,-25.9703
